anime_id,title,type,source,episodes,aired,duration,rating,score,scored_by,rank,popularity,members,producer,licensor,studio,genre,opening_theme,ending_theme
27961,Science Anime: Choudendou Monogatari,Special,Unknown,1,"{'from': None, 'to': None}",1 hr.,G - All Ages,6.25,4,11981.0,13720,65,,,,"Historical, Kids",[],[]
19993,Kaminari Boy Pikkaribee★,TV,Unknown,54,"{'from': '1967-04-01', 'to': '1968-03-30'}",25 min. per ep.,PG - Children,6.67,9,10732.0,12810,108,Mainichi Broadcasting System,,,"Adventure, Comedy, Kids","['""Pikaribee no Uta (ピッカリ・ビーのうた)"" by Fusako Amachi, Bon Cool']","['""Kumo no Doraibu (雲のドライブ)"" by Miho Kururi']"
516,Keroro Gunsou,TV,Manga,358,"{'from': '2004-04-03', 'to': '2011-04-04'}",23 min. per ep.,PG-13 - Teens 13 or older,7.88,11420,741.0,1756,40724,"TV Tokyo, Nihon Ad Systems, Rakuonsha",Funimation,Sunrise,"Comedy, Mecha, Parody, Sci-Fi, Shounen","['#01: ""KERO! to MARCH"" by Nobuaki Kakuda and Juri Ihata (eps 1-51)', '#02: ""Zenkoku Musekinin Jidai"" by GAGAGA SP (eps 52-78)', '#03: ""Kimi ni JUICE wo Katte Ageru"" by GROUP Tamashii (eps 79-103)', '#04: ""Hareru Michi ~ Uchuujin (Omeera) Awaseru Kao ga nee!~"" by JK (eps 104-129)', '#05: ""You-You-You"" by POLYSICS (eps 130-154)', '#06: ""Kaettekita KERO! to MARCH"" by Ichirou Zaitsu and Yuko Ogura (eps 155-183)', '#07: ""FUNDARI- KETTARI-"" by DYLAN AND CATHERINE (eps 184-205)', '#08: ""Nante Suteki na Doyoubi"" by KERORO Shoutai (eps 206-)', '#09: ""HELLO DARWIN! ~Koukishin ON DEMAND~"" by JAM Project (eps 232-256)', '#10: ""KERO! to MARCH (Shoutai Version)"" by KERORO Shoutai (eps 257-)']","['#01: ""AFRO Gunsou (アフロ軍曹)"" by DANCE MAN (eps 1-18, 27-39)', '#02: ""PEKOPON Shinryaku Ondo (地球（ペコポン）侵略音頭)"" by ONDO GIRL meets KERORO Shoutai (eps 19-26)', '#03: ""KERORO Shoutai Kounin! Netsuretsu Kangeiteki Ekaki Uta!! (ケロロ小隊公認!熱烈歓迎的えかきうた!!)"" by KERORO ALLSTARS (eps 40-51)', '#04: ""Katte ni SHINRYAKUSHA (勝手に侵略者（シンリャクシャ）)"" by Naoya Ogawa and Mayuko Iwasa (eps 52-78)', '#05: ""KOKORO no Mondai (ココロの問題)"" by toutou (eps 79-103)', '#06: ""Shouri no Hanabira (勝利の花びら)"" by Chinatouchable (eps 104-116)', '#07: ""Cycling Recycle (サイクリング リサイクル)"" by Kirin (eps 117-141)', '#08: ""Eien ni (永遠に)"" by AFROMANIA (eps 142-154)', '#09: ""Kurutto, Mawatte, Ikkaiten (くるっと・まわって・いっかいてん)"" by KIGURUMI (eps 155-168)', '#10: ""NIKONIKO CHAMP (ニコニコチャンプ)"" by NON STYLE (eps 169-192)', '#11: ""KERO Neko no TANGO (ケロ猫のタンゴ)"" by Osamu Minagawa and the Hibari Children Chorus (eps 193-205)', '#12: ""Omatase Chikyuu Icchou! (おまたせ地球一丁（ペコポンいっちょう）!)"" by KERORO Shoutai (eps 206-218)', '#13: ""Bokura no Aikotoba (僕らの合言葉)"" by Natsumi Kiyoura (eps 219-244)', '#14: ""KE, KE, KERORO no Daisakusen! (ケッケッケロロの大作戦♪)"" by KERORO Shoutai (eps 245-256)', '#15: ""Daijoubu SUPPONPON FRIEND (だいじょうぶスッポンポン・フレンド)"" by Yoshio Kojima (eps 257-282)', '#16: ""HaRERUYA!! (晴レルヤ!!)"" by JAM Project (eps 283-307)', '#17: ""Kuttsuke Hattsuke Wonderland (くっつけはっつけワンダーランド)"" by Tamaki Matsumoto (eps 308-356, 358)', '#18: ""KERO! to MARCH (ケロッ!とマーチ)"" by Nobuaki Kakuda and Juri Ihata (ep 357)']"
5296,Jigoku Sensei Nube: Kyoufu no Natsu Yasumi! Asashi no Uni no Gensetsu,Movie,Unknown,1,"{'from': '1997-07-12', 'to': '1997-07-12'}",38 min.,R - 17+ (violence & profanity),6.85,462,4109.0,7706,1324,,,Toei Animation,"Action, Supernatural, School, Horror, Shounen",[],[]
3546,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,Special,Manga,1,"{'from': '1985-11-23', 'to': '1985-11-23'}",24 min.,PG-13 - Teens 13 or older,6.75,94,4533.0,9609,479,,,Tatsunoko Production,"Comedy, Police",[],[]
35210,Kuroi Hitomi,Movie,Web manga,1,"{'from': None, 'to': None}",2 hr.,None,0.0,0,,11029,221,,,,"Demons, Supernatural, Fantasy",[],[]
17467,Otoko Ippiki Gaki Daishou,TV,Unknown,156,"{'from': '1969-09-29', 'to': '1970-03-28'}",10 min. per ep.,PG-13 - Teens 13 or older,7.65,17,11674.0,10620,275,AT-X,,,"Action, Drama, Shounen",[],[]
10647,Ao no Exorcist: Ura Ex,Special,Unknown,10,"{'from': '2011-06-22', 'to': '2012-03-21'}",1 min. per ep.,PG-13 - Teens 13 or older,7.21,24528,2760.0,1429,55501,Aniplex,Aniplex of America,A-1 Pictures,"Action, Fantasy, Supernatural, Shounen",[],[]
36250,Baka to Test to Shoukanjuu Mini Anime,Special,Light novel,1,"{'from': '2017-11-29', 'to': '2017-11-29'}",3 min.,PG-13 - Teens 13 or older,6.82,801,4228.0,4146,7524,,,,"Comedy, School, Super Power",[],[]
1344,Eightman After,OVA,Manga,4,"{'from': '1993-08-21', 'to': '1993-11-22'}",28 min. per ep.,R - 17+ (violence & profanity),6.34,988,6216.0,6659,2193,,Discotek Media,J.C.Staff,"Action, Drama, Sci-Fi",[],"['#1: ""Eight Man no Theme (Version 1993) (エイトマンのテーマ(Version 1993))"" by Nobuyoshi Kuwano (桑野信義)', '#2: ""Hooemi no Mukougawa (微笑みの向こう側)"" by Nobuyoshi Kuwano']"
3478,Mrs. Junkie,OVA,Visual novel,2,"{'from': '2006-02-25', 'to': '2007-01-25'}",30 min. per ep.,Rx - Hentai,6.83,1889,,4930,4838,"Milky Animation Label, T-Rex","Media Blasters, Kitty Media",,Hentai,[],[]
653,Galaxy Angel 3,TV,Original,26,"{'from': '2002-10-06', 'to': '2003-03-31'}",24 min. per ep.,PG - Children,7.4,3103,2011.0,4275,6943,"Bandai Visual, Broccoli, Yomiko Advertising, Studio Jack",Bandai Entertainment,Madhouse,"Comedy, Sci-Fi","['#01: ""Galaxy Ba-ban-ga-Bang!"" by Angel-tai', '#02: ""Angel UKKII"" by Angel-tai']","['#1: ""Angel Wasshoi!"" by Angel-tai', '#2: ""DOTABATA*Angel Loop"" by Angel-tai', '#3: ""In the Chaos"" by Jam Project featuring Masami Okui']"
9531,Tezuka Osamu Monogatari: Boku wa Son Gokuu,Special,Manga,1,"{'from': '1989-08-27', 'to': '1989-08-27'}",1 hr. 9 min.,G - All Ages,6.49,126,5657.0,10070,373,Tezuka Productions,,,Adventure,[],[]
10153,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A&#039;s,Movie,Unknown,1,"{'from': '2012-07-14', 'to': '2012-07-14'}",2 hr. 30 min.,R+ - Mild Nudity,8.28,7399,257.0,2956,16286,Good Smile Company,,Seven Arcs,"Action, Comedy, Super Power, Drama, Magic",[],"['#1: ""Hohoemi no Plumage"" by Tamura Yukari', '#2: ""BRIGHT STREAM"" by Nana Mizuki']"
37369,Neko Neko Nihonshi 3rd Season,TV,Web manga,0,"{'from': '2018-04-04', 'to': None}",9 min.,None,0.0,0,11431.0,14251,31,,,,"Historical, Kids, Parody",[],[]
9786,Detective Conan: Conan vs. Kid - Jet Black Sniper,Movie,Unknown,1,"{'from': '2006-07-28', 'to': '2006-07-28'}",16 min.,PG - Children,7.57,678,1422.0,6038,2900,,,,"Adventure, Comedy, Mystery, Police, Shounen",[],[]
18695,Toriko no Chigiri,OVA,Visual novel,2,"{'from': '2013-12-06', 'to': '2014-03-07'}",15 min. per ep.,Rx - Hentai,6.3,934,,6215,2699,Mary Jane,,,Hentai,[],[]
18375,Kaitou Reinya Pilot,Special,Unknown,1,"{'from': '2010-06-25', 'to': '2010-06-25'}",3 min.,G - All Ages,5.42,300,8514.0,9380,541,,,Sting Ray,Comedy,[],[]
30251,Venus Project: Climax,TV,Game,6,"{'from': '2015-07-12', 'to': '2015-09-20'}",23 min. per ep.,PG-13 - Teens 13 or older,5.42,1270,8523.0,4702,5505,,Funimation,Nomad,"Action, Music","['""Venus Drive!! ~Kimi wa Moeteiru ka~ (Venus Drive!! ～キミは燃えているか～)"" by Eriko Hara (Sawako Hata) vs. Karen Takano (Ami Himesaki)']","['#1: ""Yume no Tsubasa (ユメノツバサ)"" by Ruka Sovagasky (Riho Iida) (eps 1-5)', '#2: ""Yume no Tsubasa CLIMAX Final Version (ユメノツバサ CLIMAX Final Version)"" by Eriko Hara (Sawako Hata) vs. Ruka Sovagasky (Riho Iida) vs. Miu Nureha (Marika Hayase) (ep 6)']"
36464,Oshushi Da yo,ONA,Web manga,10,"{'from': '2017-10-20', 'to': '2017-12-22'}",3 min. per ep.,G - All Ages,4.78,9,11661.0,12946,103,Tate Anime,,,"Comedy, Slice of Life",[],[]
389,Karas,OVA,Original,6,"{'from': '2005-03-25', 'to': '2007-10-26'}",30 min. per ep.,R - 17+ (violence & profanity),7.5,23176,1634.0,1530,50246,Showgate,,Tatsunoko Production,"Action, Sci-Fi, Super Power, Fantasy","['""REVELATION"" by Yoshihiro Ike (eps 2-6)']","['#1: ""Selenite"" by Rurutia', '#2: ""Under Fire"" by Sasha Antonis']"
17961,Tetsuwan Atom: Chikyuu Saigo no Hi,Movie,Unknown,1,"{'from': '2001-07-20', 'to': '2001-07-20'}",16 min.,G - All Ages,6.06,78,7224.0,9775,437,Tezuka Productions,,,"Mecha, Sci-Fi",[],[]
21595,Yu☆Gi☆Oh! Zexal Second: Iza! Saishuu Kessen e!! Special,Special,Manga,1,"{'from': '2013-12-05', 'to': '2013-12-05'}",23 min.,PG-13 - Teens 13 or older,6.26,444,6566.0,7152,1744,"TV Tokyo, Nihon Ad Systems",,,"Action, Fantasy, Game, Shounen",[],[]
10049,Nurarihyon no Mago: Sennen Makyou,TV,Manga,24,"{'from': '2011-07-03', 'to': '2011-12-18'}",23 min. per ep.,PG-13 - Teens 13 or older,8.11,51862,425.0,886,98240,"Yomiuri Telecasting, Yomiko Advertising, Pony Canyon, Toho, Shueisha, BS11",Viz Media,Studio Deen,"Action, Demons, Shounen, Supernatural","['#1: ""Hoshi no Arika (星の在処。－ホシノアリカ－)"" by LM.C (eps 1-12)', '#2: ""The LOVE SONG"" by LM.C (eps 13-24)']","['#1: ""Orange Smile"" by Katate☆SIZE (eps 1-12)', '#2: ""Departure"" by Katate☆SIZE (eps 13-23)']"
3288,Gundam Evolve,OVA,Original,15,"{'from': '2018-05-11', 'to': '2007-01-26'}",7 min. per ep.,PG-13 - Teens 13 or older,6.82,2803,4234.0,4224,7233,Sotsu,Nozomi Entertainment,Sunrise,"Action, Military, Space, Mecha",[],"['#1 ""Black Stars"" by Sumitada Azumano (eps 6-7)', '#2: ""SOLDIER -Kanashimi No Shi-"" by Chino (ep 8)', '#3: ""Konnamon Janai!"" by Shoichiro Hirata feat.Yumi Kawamura (ep 10)', '#4: ""TIME IS ON MY SIDE"" by lisa (eps 11-12)', '#5: ""Owaranu Mirai"" by Jiro Kawakami (ep 13)', '#6: ""shift"" by Sachiko Tsujimoto (ep 14)']"
12893,Danshi Koukousei no Nichijou Specials,Special,Web manga,6,"{'from': '2012-04-03', 'to': '2012-09-04'}",3 min. per ep.,PG-13 - Teens 13 or older,7.93,37768,640.0,1195,68248,,,Sunrise,"Comedy, School, Shounen, Slice of Life",[],[]
29255,Ghost in the Shell Arise Episode: [.jp],Special,Unknown,1,"{'from': '2013-11-14', 'to': '2013-11-14'}",3 min.,R - 17+ (violence & profanity),6.52,834,5513.0,5773,3272,,,Production I.G,Action,[],[]
30739,Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue Specials,Special,Manga,3,"{'from': '2014-04-18', 'to': '2014-04-18'}",5 min. per ep.,PG-13 - Teens 13 or older,5.35,847,8598.0,6784,2063,,,Brain&#039;s Base,"Comedy, Ecchi",[],[]
171,Strange Dawn,TV,Original,13,"{'from': '2000-07-11', 'to': '2000-09-26'}",20 min. per ep.,PG - Children,6.54,793,5466.0,6268,2634,,Urban Vision,Hal Film Maker,"Adventure, Drama, Fantasy","['""Sora e (空へ)"" by Eri Kawai (eps 1-12)']","['#01: ""Melody ni.."" by Kaori Shimizu and Shouko Enomoto (eps 1-12)', '#02: ""Sora e (空へ)"" by Eri Kawai (ep 13)']"
34161,Overlord Movie 1: Fushisha no Ou,Movie,Light novel,1,"{'from': '2017-02-25', 'to': '2017-02-25'}",1 hr. 42 min.,R - 17+ (violence & profanity),7.7,6994,1118.0,1989,33180,,,Madhouse,"Action, Game, Supernatural, Magic, Fantasy","['""Laughter Slaughter"" by O×T (Masayoshi Oishi × Tom-H@ck)']","['""Crazy Scary Holy Fantasy"" by MYTH & ROID']"
9561,Shokupan Mimi,TV,4-koma manga,12,"{'from': '2010-10-04', 'to': '2010-12-20'}",30 sec. per ep.,PG - Children,5.66,515,8095.0,8187,1044,Dentsu,,Kachidoki Studio,Comedy,[],[]
23079,Glasslip,TV,Original,13,"{'from': '2014-07-03', 'to': '2014-09-25'}",23 min. per ep.,PG-13 - Teens 13 or older,5.53,54228,8321.0,752,115192,"Sotsu, Lantis, Pony Canyon, Showgate, Infinite",Sentai Filmworks,P.A. Works,"Romance, Slice of Life, Supernatural","['""Natsu no Hi to Kimi no Koe (夏の日と君の声)"" by ChouCho (eps 1-12)']","['#1: ""Toumei na Sekai (透明な世界)"" by nano.RIPE (eps 1-12)', '#2: ""Natsu no Hi to Kimi no Koe (夏の日と君の声)"" by ChouCho (ep 13)']"
32764,Sun Set Sun,Music,Music,1,"{'from': '2013-05-15', 'to': '2013-05-15'}",3 min.,G - All Ages,5.3,121,8694.0,11183,207,Space Shower Music,,,Music,[],[]
33206,Kobayashi-san Chi no Maid Dragon,TV,Manga,13,"{'from': '2017-01-12', 'to': '2017-04-06'}",24 min. per ep.,PG-13 - Teens 13 or older,8.19,196412,326.0,158,345552,"Lantis, Pony Canyon, ABC Animation",Funimation,Kyoto Animation,"Slice of Life, Comedy, Fantasy","['""Aozora no Rhapsody (青空のラプソディ)"" by fhána']","['""Ishukan Communication (イシュカン・コミュニケーション)"" by Chorogonzu (ちょろゴンず) [Tooru (Yuuki Kuwahara), Kanna (Maria Naganawa), Elma (Yuuki Takada) & Lucoa (Minami Takahashi)] (eps 2-12)']"
25241,Akame ga Kill! Theater,ONA,Manga,24,"{'from': '2014-07-08', 'to': '2014-12-14'}",1 min. per ep.,PG-13 - Teens 13 or older,6.7,18603,4745.0,1932,35008,"White Fox, TOHO animation",Sentai Filmworks,C-Station,Comedy,[],[]
4447,Detective Conan Movie 12: Full Score of Fear,Movie,Manga,1,"{'from': '2008-04-19', 'to': '2008-04-19'}",1 hr. 56 min.,PG-13 - Teens 13 or older,7.94,14846,629.0,2352,25166,"Shogakukan Productions, Tokyo Movie Shinsha, Big Bang",,TMS Entertainment,"Adventure, Police, Comedy, Mystery, Shounen",[],"['""Tsubasa o Hirogete (翼を広げて)"" by ZARD']"
2041,Ai to Yuuki no Pig Girl Tonde Buurin,TV,Manga,51,"{'from': '1994-09-03', 'to': '1995-08-26'}",25 min. per ep.,G - All Ages,6.68,3172,4836.0,4237,7136,,,Nippon Animation,"Parody, Adventure, Fantasy, Magic, Comedy, Romance, School, Shoujo","['""Ai wa Kakko Warui (愛はカッコわるい)"" by Parquets']","['""Buurin a la Mode (ぶーりん あ・ら・もーど)"" by Parquets']"
32534,Xiyouji zhi Dasheng Guilai,Movie,Original,1,"{'from': '2015-07-10', 'to': '2015-07-10'}",1 hr. 34 min.,PG-13 - Teens 13 or older,6.96,314,3724.0,7997,1159,,,October Media,"Adventure, Historical, Supernatural, Martial Arts, Fantasy",[],[]
19879,Osomatsu-kun: Suika no Hoshi kara Konnichiwa zansu!,Movie,Manga,1,"{'from': '1989-03-18', 'to': '1989-03-18'}",25 min.,None,6.26,46,11665.0,10056,374,,,Studio Pierrot,Comedy,[],[]
27721,Kasumin,TV,Unknown,26,"{'from': '2001-10-13', 'to': '2002-04-06'}",25 min. per ep.,G - All Ages,6.34,59,6223.0,10190,346,NHK,,OLM,"Fantasy, Kids",[],[]
6062,Duel Masters Movie 2: Lunatic God Saga,Movie,Original,1,"{'from': '2009-09-19', 'to': '2009-09-19'}",1 hr. 11 min.,G - All Ages,6.24,172,6617.0,8993,678,Shogakukan Music &amp; Digital Entertainment,,,"Action, Adventure, Comedy, Shounen",[],[]
29323,"Oyaji no, Imo no Kamisama.",Special,Unknown,1,"{'from': '2015-12-31', 'to': '2015-12-31'}",1 min.,G - All Ages,5.88,125,7629.0,10595,280,,,,Slice of Life,[],[]
37071,Hoshizora no Orgel,Music,Original,1,"{'from': '1996-04-01', 'to': '1996-04-01'}",2 min.,G - All Ages,3.63,8,10510.0,14257,30,NHK,,,"Kids, Music, Space",[],[]
3274,Kinnikuman: Ooabare! Seigi Choujin,Movie,Unknown,1,"{'from': '1984-12-22', 'to': '1984-12-22'}",48 min.,PG-13 - Teens 13 or older,6.41,113,5966.0,9634,471,,,Toei Animation,"Action, Comedy, Sports, Shounen","['""Honoo no Kinnikuman (炎のキン肉マン)"" by  Akira Kushida']","['""Kinnikumambo (キン肉マンボ)"" by Akira Kamiya, Koorogi &#039;73, Shines']"
157,Mahou Sensei Negima!,TV,Manga,26,"{'from': '2005-01-06', 'to': '2005-06-30'}",23 min. per ep.,PG-13 - Teens 13 or older,7.08,45365,3269.0,899,95850,Starchild Records,"Funimation, Sentai Filmworks",Xebec,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural","['#1: ""Happy Material"" by Yuri Shiratori, Madoka Kimura, Ayana Sasagawa, Natsuko Kuwatani, Kotomi Yamakawa, Azumi Yamamoto (eps 1-4)', '#2: ""Happy Material"" by Shizuka Itou, Akemi Kanda, Ai Bandou, Akeno Watanabe, and Mami Deguchi (eps 5-8)', '#3: ""Happy Material"" by Hazuki Tanaka, Ai Nonaka, Sawa Ishige, Yu Kobayashi, and Yui Horie (eps 9-13)', '#4: ""Happy Material"" by Akane Omae, Miho Sakuma, Chiaki Osawa, Ryoko Shiraishi, and Misa Kobayashi (eps 14-17)', '#5: ""Happy Material"" by Kimiko Koyama, Mari Kanou, Mai Kadowaki, Yumi Shimura, and Yuki Matsuoka (eps 18-21)', '#6: ""Happy Material"" by Mamiko Noto, Mai Aizawa, Junko Minagawa, Naomi Inoue, and Yuka Inokuchi (eps 22-23,25)', '#7: ""Happy Material"" by The Class of 2-A (ep 26)']","['#1: ""Kagayaku Kimi e"" by Akemi Kanda, Ai Nonaka, Mamiko Noto, and Yu Kobayashi (eps 1-13)', '#2: ""Oshiete hoshii zoo, Shishou"" by Ayana Sasagawa, Natsuko Kuwatani, Akeno Watanabe, Hazuki Tanaka, and Yuki Matsuoka (eps 14-22, 24-25)', '#3: ""Happy Material - Acoustic ver."" by [Instrumental] (ep 23)', '#4: ""Kagayaku Kimi e ~ Peace"" by The Class of 2-A (ep 26)']"
1643,Sailor Victory,OVA,Original,2,"{'from': '1995-06-25', 'to': '1995-08-25'}",27 min. per ep.,R+ - Mild Nudity,5.88,443,7600.0,8222,1031,"Bandai Visual, Animate Film, Movic",Media Blasters,,"Action, Comedy, Mecha, Sci-Fi","['""Sailor V: Hanafubuki no Ran (聖羅V~花吹雪の乱~)"" by Kanamaru Hinako, Shimakata Junko, Tsuru Hiromi, Hisakawa Aya, Touma Yumi']","['""In the Groove: Hade ni Ikou!! (In The Groove ~ハデに行こう!!~)"" by Kanamaru Hinako, Shimakata Junko, Tsuru Hiromi, Hisakawa Aya, Touma Yumi']"
3667,Strike Witches,TV,Original,12,"{'from': '2008-07-04', 'to': '2008-09-19'}",24 min. per ep.,R+ - Mild Nudity,7.11,48454,3191.0,743,115592,"Kadokawa Shoten, KlockWorx, NTT Docomo, 501st JOINT FIGHTER WING",Funimation,Gonzo,"Action, Military, Sci-Fi, Magic, Ecchi","['""STRIKE WITCHES ~Watashi ni Dekiru Koto~ (ストライクウィッチーズ ～わたしにできること～)"" by Yoko Ishida']","['#01: ""Bookmark A Head"" by Misato Fukuen and Saeko Chiba (eps 1-2)', '#02: ""Bookmark A Head"" by Misato Fukuen and Kaori Nazuka (ep 3)', '#03: ""Bookmark A Head"" by Misato Fukuen and Mie Sonozaki (ep 4)', '#04: ""Bookmark A Head"" by Chiwa Saitō and Ami Koshimizu (ep 5)', '#05: ""Bookmark A Head"" by Mai Kadowaki and Erika Nakai (ep 6)', '#06: ""Bookmark A Head"" by Miyuki Sawashiro and Sakura Nogawa (ep 7)', '#07: ""Bookmark A Head"" by Rie Tanaka and Saeko Chiba (ep 8)', '#08: ""Bookmark A Head"" by Misato Fukuen and Miyuki Sawashiro (ep 9)', '#09: ""Bookmark A Head"" by Misato Fukuen and Rie Tanaka (ep 10)', '#10: ""Bookmark A Head"" by Saeko Chiba and Miyuki Sawashiro (ep 11)', '#11: ""Bookmark A Head"" by Misato Fukuen, Saeko Chiba, Rie Tanaka, Miyuki Sawashiro, Kaori Nazuka, Sakura Nogawa, Mie Sonozaki, Chiwa Saitō, Ami Koshimizu, Mai Kadowaki, and Erika Nakai (ep 12)']"
7627,Mitsudomoe,TV,Manga,13,"{'from': '2010-07-03', 'to': '2010-09-26'}",24 min. per ep.,PG-13 - Teens 13 or older,7.69,29980,1137.0,1179,69607,"Aniplex, Lantis, Cospa, Studio Mausu, Akita Shoten",,Bridge,"Comedy, School, Slice of Life","['""Mittsu Kazoete Daishuugou! (みっつ数えて大集合!)"" by Ayahi Takagaki, Satomi Akesaka and Haruka Tomatsu']","['""Yume-iro no Koi (夢色の恋)"" by Saori Atsumi']"
30307,Monster Musume no Iru Nichijou,TV,Manga,12,"{'from': '2015-07-08', 'to': '2015-09-23'}",23 min. per ep.,R+ - Mild Nudity,7.3,165626,2435.0,215,298139,"Genco, TOHO animation",Sentai Filmworks,Lerche,"Harem, Comedy, Romance, Ecchi, Fantasy, Seinen","['#1: ""Saikousoku Fall in Love (最高速 Fall in Love)"" by Miia (Sora Amamiya), Papi (Ari Ozawa), Centorea (Natsuki Aikawa), Suu (Mayuka Nomura), Mero (Haruka Yamazaki), Rachnera (Sakura Nakamura) (eps 1-6, 8-11)', '#2: ""Hey! Smith!! (Hey! スミス!!)"" by Sumisu (Yuu Kobayashi) and MON [Zombina (Rei Mochizuki), Manako (Momo Asakura), Tionishia (Yurika Kubo), Doppel (Saori Oonishi)] (ep 7)']","['#1: ""Hey! Smith!! (Hey! スミス!!)"" by Sumisu (Yuu Kobayashi) and MON [Zombina (Rei Mochizuki), Manako (Momo Asakura), Tionishia (Yurika Kubo), Doppel (Saori Oonishi)] (eps 1-6, 8-11)', '#2: ""Saikousoku Fall in Love (最高速 Fall in Love)"" by Miia (Sora Amamiya), Papi (Ari Ozawa), Centorea (Natsuki Aikawa), Suu (Mayuka Nomura), Mero (Haruka Yamazaki), Rachnera (Sakura Nakamura) (eps 7, 12)']"
5886,Kujira no Josephina,TV,Novel,23,"{'from': '1979-04-02', 'to': '1979-09-25'}",25 min. per ep.,G - All Ages,6.38,50,6081.0,10880,236,Kokusai Eigasha,,Ashi Production,"Adventure, Fantasy","['""Kujira no Josephina (くじらのホセフィーナ)"" by Columbia Yurikago Kai, Kumiko Oosugi']","['""Sayonara Santy (さよならサンティー)"" by Kumiko Oosugi, Falling Free']"
31639,Mr. Shape: High Touch Taisou,ONA,Unknown,1,"{'from': '2015-05-11', 'to': '2015-05-11'}",3 min.,G - All Ages,3.86,36,11346.0,12979,101,KOO-KI,,,"Kids, Music",[],[]
32901,Eromanga-sensei,TV,Light novel,12,"{'from': '2017-04-09', 'to': '2017-06-25'}",23 min. per ep.,PG-13 - Teens 13 or older,6.9,135857,3910.0,272,253108,"Aniplex, Movic, ASCII Media Works, BS11, Kinoshita Group Holdings",Aniplex of America,A-1 Pictures,"Comedy, Drama, Romance, Ecchi","['""Hitorigoto (ヒトリゴト)"" by ClariS']","['#1: ""Hitorigoto (ヒトリゴト)"" by ClariS (ep 1)', '#2: ""adrenaline!!!"" by TrySail (eps 2-7, 9-12)', '#3: ""Natsu-iro Koi Hanabi (夏色恋花火)"" by Fujita Akane (ep 8)']"
2208,Flutter of Birds II: Tenshi-tachi no Tsubasa,OVA,Visual novel,2,"{'from': '2003-05-23', 'to': '2003-08-22'}",30 min. per ep.,Rx - Hentai,5.63,315,,8190,1041,Silky’s,,Arms,"Drama, Hentai, Romance",[],[]
3838,Himitsu no Akko-chan 2,TV,Unknown,61,"{'from': '1988-10-09', 'to': '1989-12-24'}",24 min. per ep.,G - All Ages,6.33,124,6261.0,9551,494,"Yomiko Advertising, Fuji TV",,Toei Animation,"Magic, School, Shoujo",[],[]
32088,Osomatsu-kun: Iyami wa Hitori Kaze no Naka,OVA,Manga,1,"{'from': '1990-08-25', 'to': '1990-08-25'}",25 min.,G - All Ages,6.46,41,11664.0,10267,335,Nippon Columbia,,Studio Pierrot,"Comedy, Historical",[],[]
16730,Ojamanga Yamada-kun (Movie),Movie,Unknown,1,"{'from': '1981-03-14', 'to': '1981-03-14'}",27 min.,None,6.72,46,11582.0,11173,206,Kadokawa Shoten,,,"Slice of Life, Comedy",[],[]
33782,Life!,TV,Original,2,"{'from': '2016-08-04', 'to': '2016-10-13'}",Unknown,PG-13 - Teens 13 or older,5.71,7,11074.0,10499,295,NHK,,,"Slice of Life, Comedy",[],[]
33354,Cardcaptor Sakura: Clear Card-hen,TV,Manga,22,"{'from': '2018-01-07', 'to': None}",25 min. per ep.,PG - Children,8.23,11205,284.0,1380,58006,"NHK, Kodansha, NHK Enterprises",Funimation,Madhouse,"Adventure, Comedy, Fantasy, Magic, Romance, Shoujo","['#1: ""CLEAR"" by Maaya Sakamoto', '#2: ""Rocket Beat (ロケットビート)"" by Kiyono Yasuno']","['#1: ""Jewelry"" by Saori Hayami', '#2: ""Rewind (リワインド)"" by Minori Suzuki']"
4763,Tsuma Shibori,OVA,Visual novel,2,"{'from': '2008-05-25', 'to': '2008-09-25'}",30 min. per ep.,Rx - Hentai,7.14,2372,,4669,5609,T-Rex,,,"Hentai, Romance",[],[]
21967,Sore Ike! Anpanman: Yousei Rinrin no Himitsu,Movie,Unknown,1,"{'from': '2008-07-12', 'to': '2008-07-12'}",51 min.,PG - Children,5.79,19,12239.0,12509,123,Tokyo Movie Shinsha,,,"Comedy, Fantasy, Kids",[],[]
4057,Inyouchuu Shoku: Ryoushokutou Taimaroku,OVA,Visual novel,2,"{'from': '2008-04-25', 'to': '2008-08-25'}",30 min. per ep.,Rx - Hentai,6.49,1445,,5335,3956,Milky Animation Label,,,"Hentai, Demons, Fantasy",[],[]
32900,Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,Movie,Light novel,1,"{'from': '2017-06-17', 'to': '2017-06-17'}",1 hr. 30 min.,R - 17+ (violence & profanity),7.59,18718,1384.0,1276,64046,"Aniplex, Studio Mausu",Aniplex of America,8bit,"Action, Magic, Supernatural, Sci-Fi",[],"['""SPEED STAR"" by GARNiDELiA']"
29547,Sanrio Christmas Fantasia,OVA,Unknown,1,"{'from': '1992-11-01', 'to': '1992-11-01'}",5 min.,G - All Ages,6.0,19,11954.0,13005,100,Sanrio,,,"Kids, Magic, Fantasy",[],[]
